ID_CLIENTE,SAFRA_REF,PROBABILIDADE_INADIMPLENCIA
3285246914299291124,2021-07-01,0.03
3285246914299291124,2021-07-01,0.04
3285246914299291124,2021-07-01,0.04
2929243640075785940,2021-07-01,0.0
2929243640075785940,2021-07-01,0.0
2929243640075785940,2021-07-01,0.01
2929243640075785940,2021-07-01,0.0
2929243640075785940,2021-07-01,0.0
2407532237672094312,2021-07-01,0.0
2407532237672094312,2021-07-01,0.0
2407532237672094312,2021-07-01,0.0
5635781225931111684,2021-07-01,0.0
5635781225931111684,2021-07-01,0.02
1235244772550233980,2021-07-01,0.01
1235244772550233980,2021-07-01,0.0
1235244772550233980,2021-07-01,0.02
4365965554261111250,2021-07-01,0.02
5162636608292907782,2021-07-01,0.02
8248484932270772248,2021-07-01,0.0
924957821424248698,2021-07-01,0.0
924957821424248698,2021-07-01,0.0
924957821424248698,2021-07-01,0.0
6828316696355015040,2021-07-01,0.02
8409181491723988567,2021-07-01,0.0
8409181491723988567,2021-07-01,0.02
8409181491723988567,2021-07-01,0.09
8409181491723988567,2021-07-01,0.02
4532469127306079736,2021-07-01,0.03
7664272163315705419,2021-07-01,0.03
7664272163315705419,2021-07-01,0.0
9206030810342980458,2021-07-01,0.01
9206030810342980458,2021-07-01,0.01
9206030810342980458,2021-07-01,0.02
5810778736737569699,2021-07-01,0.04
5810778736737569699,2021-07-01,0.02
1366416810235233769,2021-07-01,0.0
1366416810235233769,2021-07-01,0.0
1366416810235233769,2021-07-01,0.0
1366416810235233769,2021-07-01,0.05
1366416810235233769,2021-07-01,0.0
1366416810235233769,2021-07-01,0.0
8067924767167570288,2021-07-01,0.04
7908414709866823255,2021-07-01,0.01
7908414709866823255,2021-07-01,0.02
7908414709866823255,2021-07-01,0.01
7908414709866823255,2021-07-01,0.01
8994944800097997361,2021-07-01,0.0
8994944800097997361,2021-07-01,0.0
6950439982480713649,2021-07-01,0.05
6950439982480713649,2021-07-01,0.06
8901696535927078963,2021-07-01,0.01
8901696535927078963,2021-07-01,0.0
8901696535927078963,2021-07-01,0.0
8901696535927078963,2021-07-01,0.0
8901696535927078963,2021-07-01,0.0
8901696535927078963,2021-07-01,0.0
8901696535927078963,2021-07-01,0.0
6204723742351094322,2021-07-01,0.08
3095408468798675621,2021-07-01,0.01
3095408468798675621,2021-07-01,0.01
7722287846688771887,2021-07-01,0.01
312543480920432545,2021-07-01,0.17
312543480920432545,2021-07-01,0.0
312543480920432545,2021-07-01,0.0
6394935036014530592,2021-07-01,0.01
6394935036014530592,2021-07-01,0.02
3281617395243454427,2021-07-01,0.01
1115703227712697214,2021-07-01,0.0
1115703227712697214,2021-07-01,0.0
8185063234515056194,2021-07-01,0.0
8185063234515056194,2021-07-01,0.01
8185063234515056194,2021-07-01,0.0
8185063234515056194,2021-07-01,0.0
8185063234515056194,2021-07-01,0.0
7492389223353246125,2021-07-01,0.105
7492389223353246125,2021-07-01,0.17
7492389223353246125,2021-07-01,0.1
6217788509719675691,2021-07-01,0.08
6217788509719675691,2021-07-01,0.02
8716163053080758848,2021-07-01,0.01
8716163053080758848,2021-07-01,0.01
8716163053080758848,2021-07-01,0.01
8716163053080758848,2021-07-01,0.02
8716163053080758848,2021-07-01,0.01
8716163053080758848,2021-07-01,0.01
324916756972236008,2021-07-01,0.01
324916756972236008,2021-07-01,0.24
324916756972236008,2021-07-01,0.01
324916756972236008,2021-07-01,0.0
324916756972236008,2021-07-01,0.01
324916756972236008,2021-07-01,0.01
7269781193318890653,2021-07-01,0.0
7269781193318890653,2021-07-01,0.0
6784879562354696650,2021-07-01,0.0
8229446069655666941,2021-07-01,0.69
8229446069655666941,2021-07-01,0.05
4972567100282306577,2021-07-01,0.01
5864443060004179363,2021-07-01,0.02
5864443060004179363,2021-07-01,0.02
5864443060004179363,2021-07-01,0.02
5864443060004179363,2021-07-01,0.03
5864443060004179363,2021-07-01,0.01
2439954154030259398,2021-07-01,0.02
8623308321032624474,2021-07-01,0.0
8623308321032624474,2021-07-01,0.255
8623308321032624474,2021-07-01,0.0
4524147234488547993,2021-07-01,0.01
4524147234488547993,2021-07-01,0.06
4524147234488547993,2021-07-01,0.06
6987942592445950913,2021-07-01,0.01
6987942592445950913,2021-07-01,0.0
6987942592445950913,2021-07-01,0.0
6987942592445950913,2021-07-01,0.0
8684964138237894839,2021-07-01,0.03
6582676833651678345,2021-07-01,0.02
6582676833651678345,2021-07-01,0.02
6582676833651678345,2021-07-01,0.02
6582676833651678345,2021-07-01,0.02
6582676833651678345,2021-07-01,0.02
6582676833651678345,2021-07-01,0.02
6582676833651678345,2021-07-01,0.01
6582676833651678345,2021-07-01,0.01
1036256411320325774,2021-07-01,0.0
1036256411320325774,2021-07-01,0.01
968199235777440720,2021-07-01,0.0
968199235777440720,2021-07-01,0.0
968199235777440720,2021-07-01,0.0
968199235777440720,2021-07-01,0.0
968199235777440720,2021-07-01,0.0
968199235777440720,2021-07-01,0.0
968199235777440720,2021-07-01,0.0
968199235777440720,2021-07-01,0.0
6916556752218696485,2021-07-01,0.03
6916556752218696485,2021-07-01,0.03
6916556752218696485,2021-07-01,0.01
6916556752218696485,2021-07-01,0.0
6916556752218696485,2021-07-01,0.03
6916556752218696485,2021-07-01,0.01
6916556752218696485,2021-07-01,0.01
6916556752218696485,2021-07-01,0.01
6916556752218696485,2021-07-01,0.03
6916556752218696485,2021-07-01,0.01
6916556752218696485,2021-07-01,0.0
6916556752218696485,2021-07-01,0.01
6030285068945261052,2021-07-01,0.01
6030285068945261052,2021-07-01,0.02
6030285068945261052,2021-07-01,0.07
6030285068945261052,2021-07-01,0.02
6030285068945261052,2021-07-01,0.02
8463871205935856285,2021-07-01,0.02
4071158585850879204,2021-07-01,0.01
4071158585850879204,2021-07-01,0.0
4071158585850879204,2021-07-01,0.1
3218226066162129945,2021-07-01,0.02
4679462479444735708,2021-07-01,0.0
4679462479444735708,2021-07-01,0.01
4679462479444735708,2021-07-01,0.0
4679462479444735708,2021-07-01,0.0
4679462479444735708,2021-07-01,0.0
4679462479444735708,2021-07-01,0.0
4724876423989598202,2021-07-01,0.02
4724876423989598202,2021-07-01,0.01
4724876423989598202,2021-07-01,0.01
2128970218770090704,2021-07-01,0.1
2128970218770090704,2021-07-01,0.0
2128970218770090704,2021-07-01,0.0
1003144834589372198,2021-07-01,0.0
1003144834589372198,2021-07-01,0.0
9127318190908282126,2021-07-01,0.01
9127318190908282126,2021-07-01,0.01
8163895533020293251,2021-07-01,0.26
8163895533020293251,2021-07-01,0.18
8163895533020293251,2021-07-01,0.22
5794903898038236832,2021-07-01,0.04
5794903898038236832,2021-07-01,0.04
3960251564708868781,2021-07-01,0.05
3960251564708868781,2021-07-01,0.06
3960251564708868781,2021-07-01,0.06
3960251564708868781,2021-07-01,0.04
3960251564708868781,2021-07-01,0.06
5888474320320735000,2021-07-01,0.375
5888474320320735000,2021-07-01,0.67
5888474320320735000,2021-07-01,0.6366666666666666
761746217261797478,2021-07-01,0.0
761746217261797478,2021-07-01,0.0
1507697130807703164,2021-07-01,0.0
9184785003280841216,2021-07-01,0.0
9184785003280841216,2021-07-01,0.0
9184785003280841216,2021-07-01,0.0
1182975716201409626,2021-07-01,0.02
1182975716201409626,2021-07-01,0.05
1182975716201409626,2021-07-01,0.01
1182975716201409626,2021-07-01,0.01
1182975716201409626,2021-07-01,0.01
5369576709077493659,2021-07-01,0.05
3472934456083131714,2021-07-01,0.0
717981637594591016,2021-07-01,0.003333333333333333
717981637594591016,2021-07-01,0.06
717981637594591016,2021-07-01,0.0
717981637594591016,2021-07-01,0.003333333333333333
8255085612985072878,2021-07-01,0.0
8255085612985072878,2021-07-01,0.0
7751080728852739823,2021-07-01,0.01
7751080728852739823,2021-07-01,0.1475
4347826483121154490,2021-07-01,0.0
4347826483121154490,2021-07-01,0.05
4347826483121154490,2021-07-01,0.0
4347826483121154490,2021-07-01,0.02
4347826483121154490,2021-07-01,0.0
4347826483121154490,2021-07-01,0.0
4347826483121154490,2021-07-01,0.01
2214132103234633622,2021-07-01,0.01
2214132103234633622,2021-07-01,0.0
2214132103234633622,2021-07-01,0.0
2214132103234633622,2021-07-01,0.0
2214132103234633622,2021-07-01,0.0
410843023337872279,2021-07-01,0.0
2022367282554149730,2021-07-01,0.02
2022367282554149730,2021-07-01,0.0
7637066986811047950,2021-07-01,0.0
7637066986811047950,2021-07-01,0.02
7637066986811047950,2021-07-01,0.02
86110062990790869,2021-07-01,0.01
5304536516981778801,2021-07-01,0.0
5304536516981778801,2021-07-01,0.0
5304536516981778801,2021-07-01,0.0
3829967475074118757,2021-07-01,0.58
3829967475074118757,2021-07-01,0.67
7444686668183702737,2021-07-01,0.0
7444686668183702737,2021-07-01,0.01
682352428813668634,2021-07-01,0.0
682352428813668634,2021-07-01,0.0
682352428813668634,2021-07-01,0.0
682352428813668634,2021-07-01,0.0
682352428813668634,2021-07-01,0.0
682352428813668634,2021-07-01,0.005
7613717984547031729,2021-07-01,0.01
7910340581026492945,2021-07-01,0.03
7910340581026492945,2021-07-01,0.03
7910340581026492945,2021-07-01,0.1366666666666667
6352592240901579272,2021-07-01,0.02
5574997762710520717,2021-07-01,0.01
5574997762710520717,2021-07-01,0.03
8939476669690489534,2021-07-01,0.09
107343823625119033,2021-07-01,0.01
6349142675790687765,2021-07-01,0.34
6349142675790687765,2021-07-01,0.38
6349142675790687765,2021-07-01,0.35
5067621068959932809,2021-07-01,0.0
5067621068959932809,2021-07-01,0.0
5067621068959932809,2021-07-01,0.0
5067621068959932809,2021-07-01,0.0
5067621068959932809,2021-07-01,0.0
2397171153213063761,2021-07-01,0.0
2397171153213063761,2021-07-01,0.06
2397171153213063761,2021-07-01,0.01
2397171153213063761,2021-07-01,0.01
2397171153213063761,2021-07-01,0.0
8195468623809753777,2021-07-01,0.0
8195468623809753777,2021-07-01,0.01
8195468623809753777,2021-07-01,0.0
8195468623809753777,2021-07-01,0.0
6271697692808086495,2021-07-01,0.04
5176940320835464459,2021-07-01,0.05
5176940320835464459,2021-07-01,0.06
5176940320835464459,2021-07-01,0.07
5176940320835464459,2021-07-01,0.04
5176940320835464459,2021-07-01,0.05
5176940320835464459,2021-07-01,0.04
5176940320835464459,2021-07-01,0.05
4342146186255136598,2021-07-01,0.02
4342146186255136598,2021-07-01,0.03
4342146186255136598,2021-07-01,0.13
4795152981525833467,2021-07-01,0.0
4795152981525833467,2021-07-01,0.09
4795152981525833467,2021-07-01,0.09
4795152981525833467,2021-07-01,0.03
4795152981525833467,2021-07-01,0.16
5714540197488862003,2021-07-01,0.235
5714540197488862003,2021-07-01,0.85
5714540197488862003,2021-07-01,0.08
6012031176108922616,2021-07-01,0.01
1998941557906036376,2021-07-01,0.0
5558533999208199371,2021-07-01,0.7
8464809590757561185,2021-07-01,0.01
8464809590757561185,2021-07-01,0.05
8464809590757561185,2021-07-01,0.05
8464809590757561185,2021-07-01,0.06
6721448955097663572,2021-07-01,0.04
6721448955097663572,2021-07-01,0.01
6721448955097663572,2021-07-01,0.0
5225029212547588718,2021-07-01,0.0
5225029212547588718,2021-07-01,0.02
8926565682509268383,2021-07-01,0.02
8926565682509268383,2021-07-01,0.01
8926565682509268383,2021-07-01,0.02
8926565682509268383,2021-07-01,0.02
8926565682509268383,2021-07-01,0.01
8926565682509268383,2021-07-01,0.0
8926565682509268383,2021-07-01,0.0
2983174282784691273,2021-07-01,0.0
2983174282784691273,2021-07-01,0.39
8536031856585966123,2021-07-01,0.1
8536031856585966123,2021-07-01,0.06
8536031856585966123,2021-07-01,0.49
8536031856585966123,2021-07-01,0.52
8536031856585966123,2021-07-01,0.4
7696655736121386405,2021-07-01,0.05
7696655736121386405,2021-07-01,0.1
7750874287225529604,2021-07-01,0.03
7750874287225529604,2021-07-01,0.01
7750874287225529604,2021-07-01,0.02
8013668117699219722,2021-07-01,0.02
7289435138601868544,2021-07-01,0.0
7289435138601868544,2021-07-01,0.0
7289435138601868544,2021-07-01,0.0
5042877476420217533,2021-07-01,0.02
5042877476420217533,2021-07-01,0.02
1299146298565441811,2021-07-01,0.0
8376902089871279815,2021-07-01,0.03
8376902089871279815,2021-07-01,0.05
8376902089871279815,2021-07-01,0.06
3997247264680905799,2021-07-01,0.01
3997247264680905799,2021-07-01,0.01
5029701292539093910,2021-07-01,0.03
8733525963966339207,2021-07-01,0.05
8733525963966339207,2021-07-01,0.06
8733525963966339207,2021-07-01,0.03
1454789421854453615,2021-07-01,0.01
1454789421854453615,2021-07-01,0.0
1454789421854453615,2021-07-01,0.01
1454789421854453615,2021-07-01,0.0
209477776078372134,2021-07-01,0.0
209477776078372134,2021-07-01,0.0
209477776078372134,2021-07-01,0.0
209477776078372134,2021-07-01,0.0
3156852928909455203,2021-07-01,0.02
3156852928909455203,2021-07-01,0.02
7590999900861381526,2021-07-01,0.19
4556737702757145073,2021-07-01,0.01
6545052034269841737,2021-07-01,0.01
6545052034269841737,2021-07-01,0.01
6545052034269841737,2021-07-01,0.19
6545052034269841737,2021-07-01,0.01
6545052034269841737,2021-07-01,0.01
6545052034269841737,2021-07-01,0.01
3571198145319411787,2021-07-01,0.0
3571198145319411787,2021-07-01,0.0
3571198145319411787,2021-07-01,0.07
3571198145319411787,2021-07-01,0.0
8874257794774679816,2021-07-01,0.01
2634859679238614382,2021-07-01,0.0
2634859679238614382,2021-07-01,0.003333333333333333
2634859679238614382,2021-07-01,0.003333333333333333
2634859679238614382,2021-07-01,0.003333333333333333
2634859679238614382,2021-07-01,0.0
2634859679238614382,2021-07-01,0.003333333333333333
2678966409665050034,2021-07-01,0.03
2678966409665050034,2021-07-01,0.03
2678966409665050034,2021-07-01,0.03
2678966409665050034,2021-07-01,0.03
2250817603281429928,2021-07-01,0.01
2106875407768047316,2021-07-01,0.02
7458891296671174680,2021-07-01,0.12
8213533889694327948,2021-07-01,0.01
8213533889694327948,2021-07-01,0.0
8213533889694327948,2021-07-01,0.01
6471448246085839373,2021-07-01,0.01
2532435113844289043,2021-07-01,0.05
2532435113844289043,2021-07-01,0.03
2532435113844289043,2021-07-01,0.03
2532435113844289043,2021-07-01,0.03
2532435113844289043,2021-07-01,0.05
2532435113844289043,2021-07-01,0.05
2532435113844289043,2021-07-01,0.02
2532435113844289043,2021-07-01,0.05
2532435113844289043,2021-07-01,0.03
2532435113844289043,2021-07-01,0.05
2532435113844289043,2021-07-01,0.05
3137879241768961145,2021-07-01,0.05
3137879241768961145,2021-07-01,0.03
3118152790263512426,2021-07-01,0.0
3118152790263512426,2021-07-01,0.0
903093877129717133,2021-07-01,0.0
903093877129717133,2021-07-01,0.0
2645324649046215594,2021-07-01,0.0
2645324649046215594,2021-07-01,0.0
2645324649046215594,2021-07-01,0.0
621182491555347581,2021-07-01,0.04
621182491555347581,2021-07-01,0.04
8706851346184249504,2021-07-01,0.01
1343530446996409207,2021-07-01,0.0
1343530446996409207,2021-07-01,0.0
3977861004707764824,2021-07-01,0.0
3977861004707764824,2021-07-01,0.01
3977861004707764824,2021-07-01,0.0
3977861004707764824,2021-07-01,0.0
3977861004707764824,2021-07-01,0.0
1156053485989336481,2021-07-01,0.01
1156053485989336481,2021-07-01,0.02
1156053485989336481,2021-07-01,0.75
1156053485989336481,2021-07-01,0.02
1156053485989336481,2021-07-01,0.01
1156053485989336481,2021-07-01,0.01
1156053485989336481,2021-07-01,0.02
1118514612547157551,2021-07-01,0.03
1118514612547157551,2021-07-01,0.02
6817075905797098547,2021-07-01,0.05
7930925883736021864,2021-07-01,0.0
7930925883736021864,2021-07-01,0.0
7930925883736021864,2021-07-01,0.01
7930925883736021864,2021-07-01,0.0
7930925883736021864,2021-07-01,0.01
7930925883736021864,2021-07-01,0.0
7930925883736021864,2021-07-01,0.0
2451708306555441014,2021-07-01,0.0
7442192566700924647,2021-07-01,0.0
7442192566700924647,2021-07-01,0.1433333333333333
7442192566700924647,2021-07-01,0.0
7442192566700924647,2021-07-01,0.0
2988042199057874759,2021-07-01,0.0
3634047863995720708,2021-07-01,0.03
7085295800541340563,2021-07-01,0.01
7085295800541340563,2021-07-01,0.02
7085295800541340563,2021-07-01,0.01
4335865859049992260,2021-07-01,0.08
4335865859049992260,2021-07-01,0.01
2290083177086946553,2021-07-01,0.0
2290083177086946553,2021-07-01,0.0
2290083177086946553,2021-07-01,0.0
7177785309735471560,2021-07-01,0.0
7177785309735471560,2021-07-01,0.01
5477523784812182605,2021-07-01,0.48
5477523784812182605,2021-07-01,0.23
8961924617442201922,2021-07-01,0.01
7595945751692012281,2021-07-01,0.01
2333404192508932057,2021-07-01,0.08
2333404192508932057,2021-07-01,0.1
2333404192508932057,2021-07-01,0.08
4593070249039532001,2021-07-01,0.05
6053752047545474051,2021-07-01,0.0
6053752047545474051,2021-07-01,0.01
6053752047545474051,2021-07-01,0.0
6053752047545474051,2021-07-01,0.0
6053752047545474051,2021-07-01,0.0
6053752047545474051,2021-07-01,0.01
6053752047545474051,2021-07-01,0.0
6091519986999196884,2021-07-01,0.0
6091519986999196884,2021-07-01,0.0
7535160686416710323,2021-07-01,0.03
3036967290595689189,2021-07-01,0.0
5999145415800242177,2021-07-01,0.03
5999145415800242177,2021-07-01,0.04
7930644815080409701,2021-07-01,0.03
510795635145114083,2021-07-01,0.02
510795635145114083,2021-07-01,0.0
510795635145114083,2021-07-01,0.0
510795635145114083,2021-07-01,0.0
510795635145114083,2021-07-01,0.0
187117706370645370,2021-07-01,0.01
187117706370645370,2021-07-01,0.02
187117706370645370,2021-07-01,0.01
5462970244186515758,2021-07-01,0.01
5462970244186515758,2021-07-01,0.02
4769364850030443969,2021-07-01,0.02
4769364850030443969,2021-07-01,0.0
4769364850030443969,2021-07-01,0.01
5726178124659661019,2021-07-01,0.08
5726178124659661019,2021-07-01,0.05
5726178124659661019,2021-07-01,0.0
5726178124659661019,2021-07-01,0.0
5726178124659661019,2021-07-01,0.01
5726178124659661019,2021-07-01,0.48
5726178124659661019,2021-07-01,0.05
5726178124659661019,2021-07-01,0.0
5726178124659661019,2021-07-01,0.0
5726178124659661019,2021-07-01,0.01
5726178124659661019,2021-07-01,0.02
5726178124659661019,2021-07-01,0.01
5726178124659661019,2021-07-01,0.01
5726178124659661019,2021-07-01,0.01
5726178124659661019,2021-07-01,0.02
5726178124659661019,2021-07-01,0.0
5726178124659661019,2021-07-01,0.01
5726178124659661019,2021-07-01,0.02
1141681690629134039,2021-07-01,0.02
4095739077267179172,2021-07-01,0.0
4095739077267179172,2021-07-01,0.01
4095739077267179172,2021-07-01,0.0
1551531256789550891,2021-07-01,0.01
1551531256789550891,2021-07-01,0.01
9108733472015251498,2021-07-01,0.0
851897122328714307,2021-07-01,0.0
6795467882769787169,2021-07-01,0.02
5856610998569876318,2021-07-01,0.0
3093415403379897112,2021-07-01,0.01
6061850657256270336,2021-07-01,0.15285714285714286
6061850657256270336,2021-07-01,0.10285714285714284
165658847908185334,2021-07-01,0.08
4850722092974676955,2021-07-01,0.06
4850722092974676955,2021-07-01,0.02
3140918607946425426,2021-07-01,0.0
7398738404146260251,2021-07-01,0.0
4863405965754103821,2021-07-01,0.05
4863405965754103821,2021-07-01,0.04
4863405965754103821,2021-07-01,0.04
4863405965754103821,2021-07-01,0.04
4863405965754103821,2021-07-01,0.04
4863405965754103821,2021-07-01,0.04
4863405965754103821,2021-07-01,0.05
4863405965754103821,2021-07-01,0.05
4863405965754103821,2021-07-01,0.04
968400235888951633,2021-07-01,0.0
798425422240919854,2021-07-01,0.0
1308019675417057675,2021-07-01,0.02
1308019675417057675,2021-07-01,0.02
6238903426443761049,2021-07-01,0.0
6238903426443761049,2021-07-01,0.0
6238903426443761049,2021-07-01,0.0
4465150716052427320,2021-07-01,0.0
4465150716052427320,2021-07-01,0.0
1033361676287635885,2021-07-01,0.0
1033361676287635885,2021-07-01,0.0
1033361676287635885,2021-07-01,0.0
652740132671309295,2021-07-01,0.0
652740132671309295,2021-07-01,0.01
652740132671309295,2021-07-01,0.04
8004521604421988528,2021-07-01,0.02
8004521604421988528,2021-07-01,0.009000000000000001
4717717003637613480,2021-07-01,0.102
8348574220426911086,2021-07-01,0.0
5301988619224057921,2021-07-01,0.32
5301988619224057921,2021-07-01,0.3
5301988619224057921,2021-07-01,0.18
5301988619224057921,2021-07-01,0.33
5301988619224057921,2021-07-01,0.41
5301988619224057921,2021-07-01,0.33
8350724667410677464,2021-07-01,0.02
8350724667410677464,2021-07-01,0.02
7457803471605010846,2021-07-01,0.0
7457803471605010846,2021-07-01,0.0
1430896989654626045,2021-07-01,0.01
1430896989654626045,2021-07-01,0.01
1430896989654626045,2021-07-01,0.01
2554972344348383830,2021-07-01,0.0
2554972344348383830,2021-07-01,0.0
2819054834565698513,2021-07-01,0.02
2819054834565698513,2021-07-01,0.03
8843432852270832388,2021-07-01,0.01
2943087245123311166,2021-07-01,0.02
2943087245123311166,2021-07-01,0.28
2943087245123311166,2021-07-01,0.03
2943087245123311166,2021-07-01,0.02
8826489829259520138,2021-07-01,0.03
8826489829259520138,2021-07-01,0.03
8826489829259520138,2021-07-01,0.02
8826489829259520138,2021-07-01,0.02
8535586342375301953,2021-07-01,0.07
1661240395903230676,2021-07-01,0.0
1661240395903230676,2021-07-01,0.0
1661240395903230676,2021-07-01,0.01
1661240395903230676,2021-07-01,0.0
8049805689946244047,2021-07-01,0.04
1276604410881911401,2021-07-01,0.0
1276604410881911401,2021-07-01,0.0
1276604410881911401,2021-07-01,0.0
1276604410881911401,2021-07-01,0.0
1276604410881911401,2021-07-01,0.0
1276604410881911401,2021-07-01,0.01
1276604410881911401,2021-07-01,0.0
1276604410881911401,2021-07-01,0.0
1276604410881911401,2021-07-01,0.21
5432443358006556295,2021-07-01,0.0
